"person","perOcc","perBcity","perBcountry","perDcity","perDcountry","perBdate","perDdate"
"http://dbpedia.org/resource/Helene_Holzman","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Jena","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Giessen","http://dbpedia.org/resource/Germany","1891-8-30","1968-8-25"
"http://dbpedia.org/resource/Fede_Galizia","http://dbpedia.org/class/yago/WikicatItalianBaroquePainters","http://dbpedia.org/resource/Milan","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Milan","http://dbpedia.org/resource/Italy","1578-1-1","1630-1-1"
"http://dbpedia.org/resource/Resia_Schor","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Lublin","http://dbpedia.org/resource/Poland","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States",1910-12-05,2006-11-27
"http://dbpedia.org/resource/Alis_Guggenheim","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Lengnau,_Aargau","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Zürich","http://dbpedia.org/resource/Switzerland","1896-3-8","1958-9-2"
"http://dbpedia.org/resource/Nadya_Rusheva","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Ulaanbaatar","http://dbpedia.org/resource/Mongolia","http://dbpedia.org/resource/Moscow","http://dbpedia.org/resource/Russia","1952-1-31","1969-3-6"
"http://dbpedia.org/resource/Ruth_Dicker","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Niagara_Falls,_New_York","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/California","http://dbpedia.org/resource/United_States",1919-03-09,2004-12-02
"http://dbpedia.org/resource/Claudine_Bouzonnet-Stella","http://dbpedia.org/class/yago/WikicatFrenchWomenPainters","http://dbpedia.org/resource/Lyon","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1636-1-1","1697-10-1"
"http://dbpedia.org/resource/Nancy_Graves","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Pittsfield,_Massachusetts","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States",1939-12-23,1995-10-21
"http://dbpedia.org/resource/Hanna_Hirsch-Pauli","http://dbpedia.org/class/yago/WikicatSwedishPainters","http://dbpedia.org/resource/Stockholm","http://dbpedia.org/resource/Sweden","http://dbpedia.org/resource/Stockholm","http://dbpedia.org/resource/Sweden","1864-1-13",1940-12-29
"http://dbpedia.org/resource/Adelheid_Dietrich","http://dbpedia.org/class/yago/WikicatGermanWomenPainters","http://dbpedia.org/resource/Wittenberg","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Erfurt","http://dbpedia.org/resource/Germany",1827-10-13,"1891-4-2"
"http://dbpedia.org/resource/Geneviève_Brossard_de_Beaulieu","http://dbpedia.org/class/yago/WikicatFrenchGenrePainters","http://dbpedia.org/resource/La_Rochelle","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1755-1-1","1835-1-1"
"http://dbpedia.org/resource/Rebecca_Solomon","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1832-9-26",1886-11-20
"http://dbpedia.org/resource/Marie_Bouliard","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Bois-d'Arcy,_Yvelines","http://dbpedia.org/resource/France","1762-1-1","1825-1-1"
"http://dbpedia.org/resource/Marie_Egner","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Styria","http://dbpedia.org/resource/Austria","http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Austria","1850-8-25","1940-3-31"
"http://dbpedia.org/resource/Maria_Moninckx","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/The_Hague","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands","1673-4-22","1757-2-26"
"http://dbpedia.org/resource/Ann_Thetis_Blacker","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Holmbury_St_Mary","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Bramley,_Surrey","http://dbpedia.org/resource/United_Kingdom",1927-12-13,2006-12-18
"http://dbpedia.org/resource/Ernestine_von_Kirchsberg","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Verona","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Graz","http://dbpedia.org/resource/Austria",1857-08-12,1924-08-08
"http://dbpedia.org/resource/Elaine_Sturtevant","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Lakewood,_Ohio","http://dbpedia.org/resource/United_States_of_America","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1924-08-23,2014-05-07
"http://dbpedia.org/resource/Evelyn_De_Morgan","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1855-8-30","1919-5-2"
"http://dbpedia.org/resource/Eva_Fischer","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Daruvar","http://dbpedia.org/resource/Croatia","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy",1920-11-19,"2015-7-7"
"http://dbpedia.org/resource/Sophie_Gengembre_Anderson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Falmouth,_Cornwall","http://dbpedia.org/resource/United_Kingdom","1823-1-1",1903-03-10
"http://dbpedia.org/resource/Rowena_Meeks_Abdy","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Austria","http://dbpedia.org/resource/San_Francisco","http://dbpedia.org/resource/United_States",1887-04-24,1945-08-18
"http://dbpedia.org/resource/Maria_Jacoba_Ommeganck","http://dbpedia.org/class/yago/WikicatFlemishPainters","http://dbpedia.org/resource/Antwerp","http://dbpedia.org/resource/Belgium","http://dbpedia.org/resource/Antwerp","http://dbpedia.org/resource/Belgium","1760-1-1",1849-12-16
"http://dbpedia.org/resource/Violante_Beatrice_Siries","http://dbpedia.org/class/yago/WikicatFlorentinePainters","http://dbpedia.org/resource/Florence","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Florence","http://dbpedia.org/resource/Italy","1709-1-1","1783-1-1"
"http://dbpedia.org/resource/Baladine_Klossowska","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Wrocław","http://dbpedia.org/resource/Poland","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1886-1-1","1969-1-1"
"http://dbpedia.org/resource/Alice_Colonieu","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Marseille","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Vaucluse","http://dbpedia.org/resource/France",1924-11-05,2010-07-16
"http://dbpedia.org/resource/Thea_Proctor","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/New_South_Wales","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/New_South_Wales","http://dbpedia.org/resource/Australia",1879-10-02,1966-07-29
"http://dbpedia.org/resource/Natalie_Hays_Hammond","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Lakewood_Township,_New_Jersey","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/North_Salem,_New_York","http://dbpedia.org/resource/United_States",1904-01-06,1985-06-30
"http://dbpedia.org/resource/Adelaïde_Salles-Wagner","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Dresden","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1825-1-1",1890-07-02
"http://dbpedia.org/resource/Marie-Gabrielle_Capet","http://dbpedia.org/class/yago/WikicatFrenchNeoclassicalPainters","http://dbpedia.org/resource/Lyon","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1761-09-06,"1818-11-1"
"http://dbpedia.org/resource/Emily_Shanks","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Moscow","http://dbpedia.org/resource/Russia","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1857-8-1","1936-1-13"
"http://dbpedia.org/resource/Juliana_Cornelia_de_Lannoy","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Breda","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Geertruidenberg","http://dbpedia.org/resource/Netherlands",1738-12-20,"1782-2-18"
"http://dbpedia.org/resource/Henryka_Beyer","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Szczecin","http://dbpedia.org/resource/Poland","http://dbpedia.org/resource/Chrzanów","http://dbpedia.org/resource/Poland","1782-3-7",1855-11-24
"http://dbpedia.org/resource/Irma_Stern","http://dbpedia.org/class/yago/WikicatSouthAfricanPainters","http://dbpedia.org/resource/Schweizer-Reneke","http://dbpedia.org/resource/South_Africa","http://dbpedia.org/resource/Cape_Town","http://dbpedia.org/resource/South_Africa","1894-1-1","1966-8-23"
"http://dbpedia.org/resource/Sabine_Lepsius","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Berlin","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Bayreuth","http://dbpedia.org/resource/Germany","1864-1-15",1942-11-22
"http://dbpedia.org/resource/Mary_Moser","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1744-10-27,1819-05-02
"http://dbpedia.org/resource/Lydia_Mei","http://dbpedia.org/class/yago/WikicatStillLifePainters","http://dbpedia.org/resource/Hiiumaa","http://dbpedia.org/resource/Estonia","http://dbpedia.org/resource/Tallinn","http://dbpedia.org/resource/Estonia","1896-7-2","1965-9-14"
"http://dbpedia.org/resource/Mary_Gow","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1851-12-25,"1929-5-27"
"http://dbpedia.org/resource/Anne_Marguerite_Hyde_de_Neuville","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Sancerre","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Ménétréol-sous-Sancerre","http://dbpedia.org/resource/France","1771-5-10","1849-9-14"
"http://dbpedia.org/resource/Sylvia_Gosse","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1881-1-1","1968-1-1"
"http://dbpedia.org/resource/Paula_Modersohn-Becker","http://dbpedia.org/class/yago/WikicatExpressionistPainters","http://dbpedia.org/resource/Dresden","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Worpswede","http://dbpedia.org/resource/Germany","1876-2-8",1907-11-21
"http://dbpedia.org/resource/Lizzy_Ansingh","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Utrecht","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Amsterdam","http://dbpedia.org/resource/Netherlands",1875-03-13,1959-12-14
"http://dbpedia.org/resource/Bertha_Wegmann","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Soglio,_Switzerland","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Copenhagen","http://dbpedia.org/resource/Denmark",1846-12-16,1926-02-22
"http://dbpedia.org/resource/Caterina_Ginnasi","http://dbpedia.org/class/yago/WikicatItalianBaroquePainters","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","1590-1-1",1660-11-30
"http://dbpedia.org/resource/Charlotte_Weiss","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Basel","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Herrliberg","http://dbpedia.org/resource/Switzerland","1870-6-24",1961-12-29
"http://dbpedia.org/resource/Elizabeth_Gallagher","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Pennsylvania","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Pennsylvania","http://dbpedia.org/resource/United_States",1922-06-13,1974-11-19
"http://dbpedia.org/resource/Carol_Rama","http://dbpedia.org/class/yago/WikicatItalianPainters","http://dbpedia.org/resource/Turin","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Turin","http://dbpedia.org/resource/Italy",1918-04-17,"2015-9-25"
"http://dbpedia.org/resource/Barbara_Krafft","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Jihlava","http://dbpedia.org/resource/Czech_Republic","http://dbpedia.org/resource/Bamberg","http://dbpedia.org/resource/Germany","1764-4-1","1825-9-28"
"http://dbpedia.org/resource/Bridget_Bate_Tichenor","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico",1917-11-22,1990-10-12
"http://dbpedia.org/resource/Maya_Kopitseva","http://dbpedia.org/class/yago/WikicatSovietPainters","http://dbpedia.org/resource/Gagra","http://dbpedia.org/resource/Abkhazia","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia",1924-05-18,2005-06-06
"http://dbpedia.org/resource/Maria_Rudnitskaya","http://dbpedia.org/class/yago/WikicatSovietPainters","http://dbpedia.org/resource/Dnipropetrovsk","http://dbpedia.org/resource/Ukraine","http://dbpedia.org/resource/Saint_Petersburg","http://dbpedia.org/resource/Russia",1916-06-17,1983-01-01
"http://dbpedia.org/resource/Suze_Robertson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/The_Hague","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/The_Hague","http://dbpedia.org/resource/Netherlands","1855-1-1","1922-1-1"
"http://dbpedia.org/resource/Elizabeth_Nourse","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Ohio","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1859-10-26,1938-10-08
"http://dbpedia.org/resource/Caroline_Bardua","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Ballenstedt","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Ballenstedt","http://dbpedia.org/resource/Germany",1781-11-11,"1864-6-2"
"http://dbpedia.org/resource/Ludmilla_Tchérina","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1924-10-10,2004-03-21
"http://dbpedia.org/resource/Lilo_Rasch-Naegele","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Stuttgart","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Leinfelden-Echterdingen","http://dbpedia.org/resource/Germany",1914-12-12,"1978-6-3"
"http://dbpedia.org/resource/Marianne_Brandt","http://dbpedia.org/class/yago/WikicatGermanPainters","http://dbpedia.org/resource/Chemnitz","http://dbpedia.org/resource/Germany","http://dbpedia.org/resource/Kirchberg,_Saxony","http://dbpedia.org/resource/Germany",1893-10-01,1983-06-18
"http://dbpedia.org/resource/Eva_Aeppli","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Zofingen","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Honfleur","http://dbpedia.org/resource/France",1925-05-02,2015-05-04
"http://dbpedia.org/resource/Leonor_Fini","http://dbpedia.org/class/yago/WikicatSymbolistPainters","http://dbpedia.org/resource/Buenos_Aires","http://dbpedia.org/resource/Argentina","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1907-08-30,1996-01-18
"http://dbpedia.org/resource/Rosalie_Filleul","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1753-1-1","1794-6-24"
"http://dbpedia.org/resource/Ethel_Brilliana_Tweedie","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1862-1-1",1940-04-15
"http://dbpedia.org/resource/Doris_Marie_Leeper","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/North_Carolina","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Florida","http://dbpedia.org/resource/United_States",1929-04-04,2000-04-11
"http://dbpedia.org/resource/Anna-Eva_Bergman","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Stockholm","http://dbpedia.org/resource/Sweden","http://dbpedia.org/resource/Grasse","http://dbpedia.org/resource/France","1909-5-29","1987-7-24"
"http://dbpedia.org/resource/Lilias_Trotter","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Algiers","http://dbpedia.org/resource/Algeria",1853-07-14,1928-08-28
"http://dbpedia.org/resource/Angelica_Kauffman","http://dbpedia.org/class/yago/WikicatRococoPainters","http://dbpedia.org/resource/Chur","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy",1741-10-30,1807-11-05
"http://dbpedia.org/resource/Stella_Steyn","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Dublin","http://dbpedia.org/resource/Republic_of_Ireland","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1907-1-1","1987-1-1"
"http://dbpedia.org/resource/Césarine_Davin-Mirvault","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","1773-6-3",1844-11-25
"http://dbpedia.org/resource/Sophia_Hawthorne","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Salem,_Massachusetts","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1809-09-21,1871-02-26
"http://dbpedia.org/resource/Araceli_Gilbert","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Guayaquil","http://dbpedia.org/resource/Ecuador","http://dbpedia.org/resource/Quito","http://dbpedia.org/resource/Ecuador",1913-12-06,1993-02-17
"http://dbpedia.org/resource/Kay_Sage","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Albany,_New_York","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Woodbury,_Connecticut","http://dbpedia.org/resource/United_States",1898-06-25,1963-01-08
"http://dbpedia.org/resource/Barbara_Bodichon","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Southampton","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Robertsbridge","http://dbpedia.org/resource/United_Kingdom",1827-04-08,1891-06-11
"http://dbpedia.org/resource/Hortense_Haudebourt-Lescot","http://dbpedia.org/class/yago/WikicatFrenchLandscapePainters","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1784-12-14,"1845-1-2"
"http://dbpedia.org/resource/Joan_Arend_Kickbush","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Wisconsin","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Wisconsin","http://dbpedia.org/resource/United_States",1926-03-23,2006-06-16
"http://dbpedia.org/resource/Winifred_Nicholson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Oxford","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Carlisle,_Cumbria","http://dbpedia.org/resource/England",1893-12-21,1981-03-05
"http://dbpedia.org/resource/Charley_Toorop","http://dbpedia.org/class/yago/WikicatExpressionistPainters","http://dbpedia.org/resource/Katwijk","http://dbpedia.org/resource/Netherlands","http://dbpedia.org/resource/Bergen,_North_Holland","http://dbpedia.org/resource/Netherlands",1891-03-24,1955-11-05
"http://dbpedia.org/resource/Suzanne_Valadon","http://dbpedia.org/class/yago/WikicatFrenchPainters","http://dbpedia.org/resource/Bessines-sur-Gartempe","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1865-09-23,1938-04-07
"http://dbpedia.org/resource/Emma_Eleonora_Kendrick","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1788-0-0","1871-1-1"
"http://dbpedia.org/resource/Lucie_Cousturier","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1876-12-19,1925-06-16
"http://dbpedia.org/resource/Annie_Marie_Youngman","http://dbpedia.org/ontology/Painter","http://dbpedia.org/resource/Saffron_Walden","http://dbpedia.org/resource/Essex","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1860-0-0",1919-01-11
"http://dbpedia.org/resource/Esther_Newport","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Clinton,_Indiana","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Saint_Mary-of-the-Woods,_Indiana","http://dbpedia.org/resource/United_States",1901-05-17,1986-07-09
"http://dbpedia.org/resource/Elisabetta_Sirani","http://dbpedia.org/class/yago/WikicatItalianBaroquePainters","http://dbpedia.org/resource/Bologna","http://dbpedia.org/resource/Italy","http://dbpedia.org/resource/Bologna","http://dbpedia.org/resource/Italy",1638-01-08,1665-08-28
"http://dbpedia.org/resource/Louise_Nevelson","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Pereiaslav-Khmelnytskyi","http://dbpedia.org/resource/Ukraine","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States",1899-09-23,1988-04-17
"http://dbpedia.org/resource/María_Blanchard","http://dbpedia.org/class/yago/WikicatSpanishPainters","http://dbpedia.org/resource/Santander,_Spain","http://dbpedia.org/resource/Spain","http://dbpedia.org/resource/Paris","http://dbpedia.org/resource/France",1881-03-06,1932-04-05
"http://dbpedia.org/resource/Edith_Soterius_von_Sachsenheim","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Feldioara","http://dbpedia.org/resource/Romania","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1887-12-26,1970-01-04
"http://dbpedia.org/resource/Elizabeth_Walker_(artist)","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","1800-1-1","1876-11-9"
"http://dbpedia.org/resource/Marie-Louise_von_Motesiczky","http://dbpedia.org/class/yago/WikicatJewishPainters","http://dbpedia.org/resource/Vienna","http://dbpedia.org/resource/Austria","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom",1906-10-24,"1996-6-10"
"http://dbpedia.org/resource/Alice_Frey","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Antwerp","http://dbpedia.org/resource/Belgium","http://dbpedia.org/resource/Ostend","http://dbpedia.org/resource/Belgium","1895-6-25","1981-8-30"
"http://dbpedia.org/resource/Elene_Akhvlediani","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Telavi","http://dbpedia.org/resource/Georgia","http://dbpedia.org/resource/Tbilisi","http://dbpedia.org/resource/Georgia","1901-4-18",1975-12-30
"http://dbpedia.org/resource/Leonora_Carrington","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Lancashire","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Mexico_City","http://dbpedia.org/resource/Mexico",1917-04-06,2011-05-25
"http://dbpedia.org/resource/Sophie_Taeuber-Arp","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Davos","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Zürich","http://dbpedia.org/resource/Switzerland",1889-01-19,1943-01-13
"http://dbpedia.org/resource/Norma_Redpath","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Melbourne","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Melbourne","http://dbpedia.org/resource/Australia",1928-11-20,2013-01-12
"http://dbpedia.org/resource/P._K._Page","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Swanage","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Oak_Bay,_British_Columbia","http://dbpedia.org/resource/Canada",1916-11-23,2010-01-14
"http://dbpedia.org/resource/Angna_Enters","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Tenafly,_New_Jersey","http://dbpedia.org/resource/United_States",1907-04-18,1989-02-25
"http://dbpedia.org/resource/Margaret_Preston","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Adelaide","http://dbpedia.org/resource/Australia","http://dbpedia.org/resource/Sydney","http://dbpedia.org/resource/Australia",1875-04-29,1963-05-28
"http://dbpedia.org/resource/Nell_Blaine","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Richmond,_Virginia","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","1922-7-10",1996-11-14
"http://dbpedia.org/resource/Princess_Patricia_of_Connaught","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","http://dbpedia.org/resource/Windlesham","http://dbpedia.org/resource/United_Kingdom",1886-03-17,1974-01-12
"http://dbpedia.org/resource/Emily_Carr","http://dbpedia.org/class/yago/WikicatExpressionistPainters","http://dbpedia.org/resource/Victoria,_British_Columbia","http://dbpedia.org/resource/Canada","http://dbpedia.org/resource/Victoria,_British_Columbia","http://dbpedia.org/resource/Canada",1871-12-13,1945-03-02
"http://dbpedia.org/resource/Ruthe_Katherine_Pearlman","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Connersville,_Indiana","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Ohio","http://dbpedia.org/resource/United_States",1913-06-30,2007-01-30
"http://dbpedia.org/resource/Catherine_Wiley","http://dbpedia.org/class/yago/Painter110391653","http://dbpedia.org/resource/Rocky_Top,_Tennessee","http://dbpedia.org/resource/United_States","http://dbpedia.org/resource/Knoxville,_Tennessee","http://dbpedia.org/resource/United_States",1879-01-18,1958-05-16
"http://dbpedia.org/resource/Alice_Bailly","http://dbpedia.org/class/yago/WikicatSwissPainters","http://dbpedia.org/resource/Geneva","http://dbpedia.org/resource/Switzerland","http://dbpedia.org/resource/Lausanne","http://dbpedia.org/resource/Switzerland","1872-2-25","1938-1-1"
